,Pos,Name,Gun Time,Net Time,Representing,Category (Pos),Overall Pos,Unnamed: 7,Links,Speed_5km,Speed_10km,Speed_15km,Speed_20km,Speed_25km,Speed_30km,Speed_35km,Speed_40km,COV
3614,7527,Clarence Teo (#14709),08:00:15,07:13:02,SGP  |,60-69  (210),9408,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14709?page=151 ,469.8,509.2,503.2,560.4,638.6,685.6,750.2,768.4,0.17841
3615,7529,Tan Chik Wee (#11726),08:00:18,07:24:30,SGP  |,40-49  (2399),9410,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11726?page=151 ,411.6,439.0,476.4,508.2,636.0,732.2,861.2,895.0,0.28853
3616,7530,Jonathan Lim (#12663),08:00:19,07:25:36,SGP  |,20-29  (1270),9411,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12663?page=151 ,456.0,519.8,537.8,635.0,693.6,750.4,676.8,732.4,0.16191
3617,7533,Ivan Ong (#14385),08:00:28,07:11:33,SGP  |,50-59  (1224),9418,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14385?page=151 ,444.6,468.4,523.0,501.0,591.8,640.4,811.6,877.6,0.24721
3618,7534,Dennis Kok (#15258),08:00:34,07:11:53,SGP  |,30-39  (2363),9419,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15258?page=151 ,483.6,459.8,463.6,698.0,658.2,544.6,748.4,802.4,0.21024
3619,7536,Sheng tuan Kee (#12737),08:00:41,07:24:35,SGP  |,30-39  (2365),9422,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12737?page=151 ,458.6,544.8,589.6,659.6,713.4,743.6,650.8,676.4,0.13936
3620,7537,KEN CHEW (#10129),08:00:42,07:32:53,SGP  |,50-59  (1225),9423,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/10129?page=151 ,514.4,535.8,565.6,570.2,632.6,907.8,740.8,698.2,0.19134
3621,7539,Ong Chin Chye (#11551),08:00:44,07:26:17,SGP  |,40-49  (2401),9426,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11551?page=151 ,446.6,518.4,606.2,723.2,719.4,617.4,731.8,699.2,0.15663
3622,7540,YUYAN TAN (#6308),08:00:49,07:47:38,SGP  |,30-39  (2366),9427,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6308?page=151 ,385.0,447.6,484.2,634.2,695.2,793.4,895.8,927.0,0.2935
3623,7541,Tan Cher Chong (#6307),08:00:49,07:47:39,SGP  |,40-49  (2402),9428,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6307?page=151 ,385.0,447.6,486.6,632.0,697.6,792.8,894.2,926.8,0.29272
3624,7542,WEIQIANG HUANG (#12195),08:00:49,07:10:50,SGP  |,30-39  (2367),9429,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12195?page=151 ,504.8,540.8,586.6,630.0,631.0,656.0,686.6,644.8,0.09423
3625,7543,Chai Meng Lim (#14645),08:00:49,07:10:50,SGP  |,30-39  (2368),9430,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14645?page=151 ,504.8,540.8,590.2,626.4,630.8,656.0,686.8,644.6,0.09374
3626,7544,Ian Pereira (#9195),08:00:49,07:38:14,SGP  |,20-29  (1272),9431,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/9195?page=151 ,499.8,533.4,620.0,727.6,655.8,647.8,748.2,743.2,0.13538
3627,7545,Hiroshi Watanabe (#12012),08:01:00,07:26:06,SGP  |,60-69  (211),9433,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12012?page=151 ,540.8,583.6,597.8,588.6,746.6,629.4,651.8,711.8,0.10267
3628,7547,JULI AGUS (#12739),08:01:00,07:25:00,SGP  |,50-59  (1226),9435,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12739?page=151 ,452.6,471.0,613.4,676.8,706.0,714.6,698.2,728.8,0.16436
3629,7548,Tan Hong Tee (#5564),08:01:01,07:47:09,SGP  |,50-59  (1227),9436,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5564?page=151 ,539.4,573.0,651.2,675.2,627.8,634.8,752.6,752.4,0.10937
3630,7550,Yew Kai Chow (#14659),08:01:03,07:13:23,SGP  |,40-49  (2403),9438,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14659?page=151 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
3631,7551,Benedict Ee (#15820),08:01:05,07:11:30,SGP  |,20-29  (1275),9439,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15820?page=152 ,442.6,467.4,462.2,672.0,678.4,752.0,667.6,700.4,0.19389
3632,7555,Brandon Krygsman (#5229),08:01:29,07:11:06,SGP  |,20-29  (1276),9444,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5229?page=152 ,444.0,484.2,514.8,578.0,636.0,772.8,713.2,732.0,0.18906
3633,7556,Lester Goh (#14636),08:01:31,07:11:56,SGP  |,30-39  (2371),9445,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14636?page=152 ,526.0,566.2,756.4,562.2,562.2,600.0,654.6,675.2,0.11717
3634,7558,Morris Htun (#14947),08:01:35,07:14:19,SGP  |,40-49  (2405),9447,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14947?page=152 ,433.4,555.0,501.8,571.2,641.0,641.2,768.0,746.8,0.17752
3635,7559,Wei Lun Lok (#12119),08:01:38,07:27:22,SGP  |,20-29  (1277),9448,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12119?page=152 ,491.0,547.4,588.8,600.0,761.6,630.6,736.2,718.8,0.14219
3636,7560,Lok Suen Kwan (#14782),08:01:39,07:12:46,SGP  |,60-69  (212),9449,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14782?page=152 ,482.8,520.8,585.6,599.0,680.6,709.6,677.2,659.0,0.12414
3637,7563,Shawn Yeo (#5625),08:01:47,07:47:52,SGP  |,18-19  (51),9452,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5625?page=152 ,375.2,422.4,452.8,464.8,604.4,799.8,1355.2,838.4,0.46295
3638,7566,Marvin Ming (#11591),08:01:54,07:25:37,SGP  |,40-49  (2406),9457,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11591?page=152 ,485.0,553.2,570.0,614.0,791.2,639.4,705.6,709.6,0.14639
3639,7568,Wei Qian Ang (#5893),08:01:56,07:48:01,SGP  |,18-19  (52),9459,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5893?page=152 ,403.0,454.2,469.2,604.0,735.6,899.4,908.6,838.6,0.2938
3640,7569,Ray Tan (#6621),08:01:56,08:01:56,SGP  |,30-39  (2375),9460,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6621?page=152 ,1112.2,481.6,564.0,475.0,700.4,694.0,675.6,888.8,0.28748
3641,7572,Ali Najib (#13517),08:02:04,07:22:21,SGP  |,30-39  (2376),9464,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/13517?page=152 ,445.0,486.2,571.4,593.4,710.2,608.8,786.2,749.2,0.1844
3642,7575,Sing Phang Goy (#15674),08:02:13,08:02:13,SGP  |,30-39  (2378),9469,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15674?page=152 ,1344.8,470.6,546.8,575.4,648.2,622.2,591.4,697.0,0.37342
3643,7576,Moses Lew (#12290),08:02:32,07:22:34,SGP  |,30-39  (2379),9473,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12290?page=152 ,492.4,583.0,565.0,652.8,632.8,680.2,673.2,733.2,0.11403
3644,7577,YanLiang Yu (#11975),08:02:48,07:26:46,SGP  |,30-39  (2380),9476,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11975?page=152 ,519.6,601.4,618.0,650.2,676.0,669.6,693.8,658.6,0.08219
3645,7578,Derek Tan (#13337),08:02:48,07:26:46,SGP  |,50-59  (1231),9477,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/13337?page=152 ,519.6,601.4,618.0,650.2,676.2,669.6,693.6,658.8,0.08219
3646,7581,Fang Yong Lim (#11470),08:02:55,07:26:06,SGP  |,20-29  (1280),9480,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11470?page=152 ,450.4,479.4,457.4,512.4,646.4,751.6,852.0,860.0,0.26221
3647,7583,Lee Seng Hua (#14395),08:02:55,07:15:43,SGP  |,60-69  (213),9482,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14395?page=152 ,419.8,483.8,641.0,649.6,669.6,641.0,694.4,732.2,0.16311
3648,7584,Riq Teo Teo (#12867),08:02:56,07:26:30,SGP  |,60-69  (214),9485,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12867?page=152 ,517.4,568.8,533.8,581.6,680.6,718.8,723.8,725.8,0.13303
3649,7586,Bernard Chng (#2009),08:03:01,07:37:03,SGP  |,30-39  (2383),9488,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2009?page=152 ,556.4,513.4,591.8,636.8,730.4,677.6,719.2,764.4,0.12905
3650,7589,Lionel Ng (#9606),08:03:20,07:13:10,SGP  |,20-29  (1283),9494,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/9606?page=152 ,475.4,496.8,531.6,656.4,700.0,653.0,658.8,741.2,0.15082
3651,7590,Wai Yau Lee (#9605),08:03:20,07:13:10,SGP  |,20-29  (1284),9495,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/9605?page=152 ,475.4,497.0,531.4,655.6,700.8,653.2,662.6,737.2,0.15019
3652,7593,Pengru Fu (#12403),08:03:24,07:25:09,SGP  |,30-39  (2384),9498,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12403?page=152 ,490.2,541.4,579.2,611.8,653.8,677.4,724.4,756.4,0.1353
3653,7594,Andrew Tan Yew Tee (#11632),08:03:24,07:26:44,SGP  |,40-49  (2411),9499,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11632?page=152 ,476.4,556.4,589.4,639.4,699.2,706.8,671.8,718.8,0.12631
3654,7595,Connie Yong (#5201),08:03:25,07:47:22,SGP  |,30-39  (2385),9500,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/5201?page=152 ,405.0,405.0,491.2,632.0,781.0,879.4,748.6,886.4,0.2867
3655,7596,Richard Chen (#13907),08:03:31,07:25:21,SGP  |,30-39  (2386),9501,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/13907?page=152 ,549.4,551.0,548.0,629.8,745.6,626.6,731.2,673.8,0.11864
3656,7597,Marcus Ng (#1954),08:03:32,07:37:19,SGP  |,30-39  (2387),9502,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/1954?page=152 ,537.8,574.4,603.0,607.2,650.6,681.6,703.8,776.8,0.1126
3657,7598,Harry Yeo Hock Seng (#11301),08:03:34,07:28:52,SGP  |,70+  (18),9503,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11301?page=152 ,453.6,533.0,617.6,624.8,686.4,677.8,682.6,854.2,0.17277
3658,7599,Musa Mohd Mohd (#15437),08:03:40,07:15:54,SGP  |,50-59  (1232),9504,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15437?page=152 ,456.4,576.8,622.2,606.4,664.2,642.4,674.2,694.4,0.11413
3659,7600,Khin Hong Kee (#10448),08:03:40,07:35:59,SGP  |,20-29  (1286),9505,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/10448?page=152 ,412.8,505.8,605.2,676.6,718.2,689.0,774.2,744.8,0.18272
3660,7601,Teck Wei Kee (#10271),08:03:40,07:36:50,SGP  |,30-39  (2388),9506,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/10271?page=153 ,358.4,417.0,448.8,671.2,757.0,755.4,935.0,851.4,0.31024
3661,7602,Chow Eng Cheow (#14974),08:03:42,07:13:36,SGP  |,50-59  (1233),9507,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14974?page=153 ,553.4,573.0,583.6,609.6,607.8,627.8,667.8,693.2,0.07207
3662,7603,JUN KIAT LIM (#11403),08:03:43,07:27:34,SGP  |,30-39  (2389),9508,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11403?page=153 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
3663,7604,Benjamin Low (#10992),08:03:44,07:29:08,SGP  |,50-59  (1234),9509,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/10992?page=153 ,470.4,541.2,574.2,621.6,692.4,663.8,759.4,792.6,0.16029
3664,7608,Gim Gay Kang (#14970),08:03:54,07:16:17,SGP  |,50-59  (1237),9513,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14970?page=153 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
3665,7609,Richard W H Lui (#14992),08:04:00,07:15:52,SGP  |,50-59  (1238),9516,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14992?page=153 ,580.2,594.0,589.2,587.2,604.0,606.2,661.2,688.4,0.05986
3666,7614,kar hoe lim (#15205),08:04:20,07:15:47,SGP  |,40-49  (2414),9523,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15205?page=153 ,497.6,540.8,575.8,605.6,663.6,648.6,687.0,709.8,0.11269
3667,7615,YAM CHUNG LIONG (#8824),08:04:23,07:42:08,SGP  |,50-59  (1240),9524,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/8824?page=153 ,514.4,565.8,592.8,657.2,729.6,672.2,710.4,779.8,0.12824
3668,7616,Shawn Lee (#14727),08:04:23,07:15:45,SGP  |,20-29  (1287),9525,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14727?page=153 ,450.0,507.0,593.4,552.2,679.6,665.4,631.2,710.0,0.1412
3669,7620,Eric Woo (#14994),08:04:32,07:16:11,SGP  |,40-49  (2415),9529,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14994?page=153 ,412.6,566.6,463.4,678.2,640.0,673.4,703.6,756.2,0.1846
3670,7621,Amos Ang (#12070),08:04:37,07:27:50,SGP  |,30-39  (2393),9530,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12070?page=153 ,454.8,492.8,492.8,752.6,735.0,686.0,757.6,713.6,0.19312
3671,7629,NG JIAN FU ALEX (#14369),08:04:51,07:15:16,SGP  |,20-29  (1291),9542,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14369?page=153 ,457.8,470.8,490.8,511.8,671.4,625.0,589.2,1120.4,0.32955
3672,7630,TAN LAWRENCE (#11158),08:04:53,07:30:18,SGP  |,50-59  (1242),9544,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11158?page=153 ,467.8,561.6,571.8,694.4,761.2,643.8,758.0,692.4,0.15004
3673,7634,Hui Zhi Ivan Chong (#14945),08:05:06,07:17:42,SGP  |,30-39  (2396),9549,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14945?page=153 ,490.4,558.2,550.2,593.4,642.8,642.8,751.8,741.6,0.13864
3674,7635,Ang Kai Kiat (#12059),08:05:08,07:30:22,SGP  |,18-19  (53),9551,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12059?page=153 ,499.4,570.6,582.4,520.4,678.6,766.0,689.8,755.2,0.15292
3675,7636,Choon Hong Lim (#4129),08:05:08,07:59:28,SGP  |,40-49  (2420),9552,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/4129?page=153 ,414.4,579.2,673.8,839.2,728.8,731.6,689.6,755.2,0.1786
3676,7638,MOHAMAD NAZRI SANI (#11356),08:05:10,07:16:25,SGP  |,40-49  (2421),9554,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11356?page=153 ,534.0,611.0,624.6,629.6,627.2,594.2,645.0,655.4,0.05746
3677,7639,Tang Wei Liang (#14315),08:05:10,07:16:24,SGP  |,30-39  (2398),9555,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14315?page=153 ,533.8,611.2,624.6,625.8,625.0,600.0,642.8,656.8,0.05651
3678,7640,Zhi Hui Teo (#15249),08:05:10,07:16:25,SGP  |,30-39  (2399),9556,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15249?page=153 ,447.6,548.8,573.6,635.8,617.8,676.6,685.2,732.6,0.13744
3679,7641,Ing Hao Chew (#11395),08:05:12,07:16:42,SGP  |,30-39  (2400),9558,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11395?page=153 ,498.6,537.2,541.4,557.4,618.2,603.0,766.6,795.0,0.16658
3680,7645,Li Yao'an (#15004),08:05:21,08:05:21,SGP  |,20-29  (1293),9565,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15004?page=153 ,1101.0,539.0,462.0,515.8,616.2,738.4,779.4,731.6,0.27844
3681,7646,Joseph Neo (#11494),08:05:24,07:31:01,SGP  |,40-49  (2423),9566,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11494?page=153 ,455.0,489.8,549.2,651.2,713.2,718.0,725.2,794.2,0.18204
3682,7647,Yew Chai Jimmy Yeo (#15987),08:05:24,07:17:38,SGP  |,40-49  (2424),9567,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15987?page=153 ,462.2,514.6,571.4,598.6,726.0,656.8,677.0,708.4,0.14356
3683,7648,Thanabalan Veerasami (#12075),08:05:31,07:27:31,SGP  |,30-39  (2403),9568,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12075?page=153 ,461.8,635.4,610.0,638.4,679.6,711.2,695.2,675.2,0.11562
3684,7649,Zhen Guang Loh (#15202),08:05:33,07:17:45,SGP  |,20-29  (1294),9569,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15202?page=153 ,461.2,532.0,575.8,668.2,734.2,804.6,727.4,509.0,0.18533
3685,7653,Lim Wee Kiat (#15439),08:05:46,07:17:48,SGP  |,30-39  (2405),9575,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15439?page=154 ,459.2,542.8,535.6,644.6,638.8,722.4,736.6,697.0,0.15022
3686,7654,Alvin Neo (#11969),08:05:48,07:27:56,SGP  |,20-29  (1296),9576,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11969?page=154 ,453.8,518.8,611.2,642.6,683.8,626.8,732.8,795.4,0.16249
3687,7658,AHMAD ZIRASI AHMAD ZIN (#7604),08:05:54,07:43:47,SGP  |,60-69  (216),9580,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/7604?page=154 ,474.6,585.0,613.6,681.2,745.6,661.6,746.4,720.4,0.13329
3688,7659,Boon Hwa Lim (#11878),08:05:59,07:30:56,SGP  |,30-39  (2406),9583,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11878?page=154 ,481.8,479.6,756.0,602.0,715.8,622.0,710.4,772.8,0.16894
3689,7660,Seah Kai Ler (#11853),08:05:59,07:28:08,SGP  |,20-29  (1297),9584,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11853?page=154 ,425.8,417.4,611.0,633.2,666.8,685.8,704.0,863.0,0.21978
3690,7664,Teng Kiap Lee (#13340),08:06:04,07:15:54,SGP  |,40-49  (2429),9588,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/13340?page=154 ,577.8,582.0,620.2,600.6,600.2,643.4,660.4,668.2,0.05262
3691,7668,ZHONG XUAN TENG (#6660),08:06:18,07:52:08,SGP  |,30-39  (2411),9596,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6660?page=154 ,452.2,653.2,627.6,645.6,715.4,694.8,716.2,804.4,0.1436
3692,7669,Joven Thong (#12849),08:06:20,07:28:55,SGP  |,20-29  (1298),9598,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12849?page=154 ,488.8,595.8,615.8,585.2,617.4,675.2,745.2,763.0,0.13184
3693,7670,On Chit Kuo (#14942),08:06:32,07:19:23,SGP  |,20-29  (1299),9600,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14942?page=154 ,433.2,532.4,569.2,604.2,634.4,704.6,748.2,739.8,0.16463
3694,7672,Yu Xuan Low (#8905),08:06:37,07:26:17,SGP  |,20-29  (1301),9603,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/8905?page=154 ,514.8,532.4,569.2,604.4,634.4,704.4,748.2,738.8,0.13557
3695,7674,Kervin Tay (#8799),08:06:38,07:26:17,SGP  |,20-29  (1302),9605,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/8799?page=154 ,514.8,532.4,569.2,604.2,634.6,704.0,748.6,739.6,0.1358
3696,7676,Samuel Ng (#14530),08:06:43,07:18:14,SGP  |,50-59  (1243),9607,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14530?page=154 ,539.6,540.6,595.2,633.6,638.4,661.2,714.0,661.6,0.09168
3697,7679,Alvin Quek (#15005),08:06:47,07:17:00,SGP  |,30-39  (2415),9610,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15005?page=154 ,518.0,465.6,529.6,576.0,565.8,614.4,685.8,642.0,0.11622
3698,7684,Zheng Gu (#13030),08:06:49,07:16:57,SGP  |,20-29  (1305),9616,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/13030?page=154 ,490.8,475.2,510.2,742.6,546.0,691.4,718.2,758.2,0.18489
3699,7687,Yew Kai Ping (#14383),08:07:04,07:18:43,SGP  |,50-59  (1245),9620,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14383?page=154 ,530.0,538.0,568.8,567.0,621.8,642.8,729.6,728.6,0.12103
3700,7688,Keng Boon Ting (#14233),08:07:04,07:18:49,SGP  |,30-39  (2419),9621,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14233?page=154 ,461.4,475.0,584.8,625.0,936.0,584.6,626.4,680.6,0.22188
3701,7691,tiang kiat foo (#14711),08:07:18,07:20:14,SGP  |,40-49  (2431),9628,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14711?page=154 ,454.2,524.2,551.6,590.2,695.0,692.6,708.6,741.8,0.15707
3702,7693,Lang Chen Fei (#11234),08:07:24,07:32:18,SGP  |,30-39  (2421),9630,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11234?page=154 ,485.0,597.4,613.4,617.8,662.8,670.2,738.8,725.8,0.11815
3703,7696,Mohamed Ashiq (#13406),08:07:38,07:27:51,SGP  |,20-29  (1306),9634,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/13406?page=154 ,443.6,466.4,518.2,658.6,723.6,734.0,785.6,776.0,0.20681
3704,7697,Hs Tsang (#14830),08:07:38,07:20:11,SGP  |,50-59  (1246),9635,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/14830?page=154 ,493.4,573.0,601.0,662.0,677.6,616.4,635.4,714.6,0.10309
3705,7698,Zyqral Zafrullah (#15377),08:07:40,07:19:16,SGP  |,20-29  (1307),9636,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15377?page=154 ,386.4,466.2,543.4,810.6,1072.8,527.8,695.0,550.4,0.32802
3706,7699,MARTIN Liu (#6637),08:07:45,07:51:54,SGP  |,30-39  (2423),9637,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6637?page=154 ,481.8,567.2,640.2,618.2,666.2,706.8,847.4,828.4,0.17313
3707,7700,Wong Zhun Hou (#15544),08:07:51,07:18:08,SGP  |,20-29  (1308),9638,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15544?page=154 ,577.6,469.0,581.8,696.8,778.4,584.0,608.4,703.8,0.14456
3708,7701,Jason Chan (#6072),08:07:53,08:07:53,SGP  |,30-39  (2424),9640,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/6072?page=155 ,1187.2,590.6,573.8,583.6,602.8,595.0,658.0,746.8,0.28103
3709,7704,Kee kwang Wee (#12580),08:08:01,07:32:22,SGP  |,40-49  (2435),9643,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12580?page=155 ,457.4,486.6,541.4,612.6,704.0,673.0,776.2,829.0,0.1981
3710,7706,Kooh Sze Kai (#2047),08:08:04,07:42:06,SGP  |,30-39  (2426),9645,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/2047?page=155 ,556.2,513.6,592.2,636.0,730.6,677.8,719.8,813.2,0.14234
3711,7709,Colin Chua (#9166),08:08:27,07:29:50,SGP  |,50-59  (1247),9651,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/9166?page=155 ,NA,NA,NA,NA,NA,NA,NA,NA,NA
3712,7714,YUNPENG HE (#8641),08:09:04,07:42:45,SGP  |,30-39  (2431),9658,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/8641?page=155 ,435.2,455.0,516.0,564.4,721.8,778.2,690.4,974.0,0.26822
3713,7716,Guo WeiXuan (#15771),08:09:09,07:20:25,SGP  |,20-29  (1310),9661,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15771?page=155 ,475.2,503.4,559.8,628.8,682.4,595.0,704.0,837.2,0.17662
3714,7717,Edmund Hartanto (#13608),08:09:09,07:20:24,SGP  |,20-29  (1311),9662,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/13608?page=155 ,475.2,503.8,559.6,628.4,689.8,689.8,618.8,806.0,0.16343
3715,7718,Jacky Lim Chun Peng (#13001),08:09:11,07:32:32,SGP  |,40-49  (2437),9663,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/13001?page=155 ,478.4,614.0,583.2,595.8,641.0,674.4,708.6,766.6,0.1292
3716,7728,Jamaludin Hassan (#12147),08:09:42,07:33:20,SGP  |,40-49  (2441),9675,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/12147?page=155 ,547.4,517.2,569.8,612.8,760.0,718.4,666.2,730.6,0.13385
3717,7732,Tang Chee yong (#8250),08:09:52,07:44:31,SGP  |,30-39  (2439),9679,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/8250?page=155 ,454.2,561.0,732.8,688.8,758.6,633.8,716.4,690.8,0.14552
3718,7734,James Tan (#11329),08:10:04,07:35:36,SGP  |,40-49  (2442),9682,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/11329?page=155 ,474.6,519.0,583.8,642.2,694.4,725.8,753.4,681.8,0.14728
3719,7735,Wee Keat Teo (#15242),08:10:06,07:22:07,SGP  |,30-39  (2440),9683,,https://www.sportsplits.com/races/singapore-marathon-2019/events/1/results/individuals/15242?page=155 ,405.6,456.2,630.0,591.4,808.2,918.0,652.8,574.6,0.25135
